coef,0,1,2,3,4,5
Halfling,-0.01248554829009307,0.07131417671851928,0.3195996375570483,-0.16848303836841735,-0.04486367724372023,-0.1650815503733422
Harpy,-0.014509090774706714,-0.11112550995471236,-0.15189027546808778,-0.020938993610332458,0.5522153676114442,-0.2537514978036111
Hellion,-0.03133429125814303,-0.16274204971606587,-0.03616535338708754,0.28643019937803216,-0.029796863012525755,-0.026391642004205986
Hippo,-0.0029523364265056366,0.4337738462656028,-0.25317664868917733,-0.13148734431339315,-0.038793562055810006,-0.007363954780729423
Hippogriff,0.02318320708636284,-0.11691662986331183,-0.36804013786648887,-0.016739526448487915,-0.2962214211011249,0.7747345081930509
Homarid,-0.011957708479280934,-0.5920453243460888,1.943770546867955,-0.5348129250585698,-0.7000858524892474,-0.10486873649476834
Homunculus,-0.32732394999309744,-0.6207473410773999,1.8694861536498855,-0.5026679724155508,-0.5416561797898406,0.12290928962596395
Horror,0.20421828176826667,-0.581344973837377,0.718290893744858,-0.9566786904465218,1.3608206342042848,-0.7453061454335164
Horse,0.0007689278536234554,-0.12894844603509661,0.20350916548506198,-0.5762183808501444,0.4361342267997429,0.06475450674680325
Huatli,0.0,0.0,0.0,0.0,0.0,0.0
Human,-1.6674729004334234,0.05678941523128189,0.17448375134289879,0.3016951380540913,0.1935167363140441,0.9409878594911387
Hydra,-0.05026700999437773,0.8792061673908391,-0.14924484725413145,-0.2755386703975905,-0.12194870442919735,-0.2822069353155607
Hyena,-0.012593049635867591,0.5920444862398749,-0.01216198161164506,-0.3356793124231267,-0.30656419327072404,0.0749540507014859
Illusion,-0.4503835500748956,-0.9765288414814418,2.0899657027337044,-0.6985772000939543,0.03460240003991868,0.0009214888766877126
Imp,-0.03384706694167004,-0.2643840020661275,-0.6124722786047092,-0.02774557320477829,1.3600322064831556,-0.4215832856658496
Incarnation,-0.014446696397139391,0.07538938747103327,0.11491438453522713,-0.20806152654856355,-0.22164826913658528,0.25385272007602155
Insect,0.5585692587481862,1.0644408116579454,-1.373159422976611,0.13374250291186734,0.658926044579694,-1.0425191949210677
Island,0.051338450360683366,-0.014168720313788175,-0.011076858893607818,-0.009039753193350928,-0.012337684176028901,-0.004715433783908153
Jace,-0.027695218719398288,-0.013873424108525356,0.13073878208334053,-0.04518294269798674,-0.022956539175952084,-0.021030657381474104
Jackal,-0.05826791481087684,0.39050868955714496,-0.5911968634797667,0.837563531387083,-0.5924899097235938,0.013882467070000447
Jaya,-0.025806251192133076,-0.00023038247808872595,-0.030073050243392296,0.05935532857876462,-0.0013287957472385011,-0.0019168489179114952
Jellyfish,-0.16215096050832667,-0.33659810782715405,1.333262243689847,-0.07980636558553596,-0.07825257575670445,-0.6764542340121554
Jeska,-0.027016211979263228,-0.00014660379442321244,-0.003123585459689342,0.03196824269550336,-0.0007510778051528286,-0.0009307636569751741
Juggernaut,0.43792716649812663,-0.015542012662759046,-0.020369159798713204,-0.2935665311310824,-0.06714384375970614,-0.04130561914586525
Kaito,0.0,0.0,0.0,0.0,0.0,0.0
Karn,0.32458154079406387,-0.016840137037909063,-0.17526693048386033,-0.021537171245836158,-0.021121473067010937,-0.08981582895944183
Kasmina,-0.01894373657538053,-0.0006540448052261206,0.03614676851711487,-0.009902998447910056,-0.004738674319959384,-0.0019073143686378973
Kavu,-0.06283051784659846,-0.12868018751152724,-0.28272443865215036,0.5807815224347567,0.14178915992951993,-0.2483355383540129
Kaya,0.0,0.0,0.0,0.0,0.0,0.0
Kiora,0.0,0.0,0.0,0.0,0.0,0.0
Kirin,-0.03806015403511511,0.09625099887754306,-0.6083171454311747,-0.10747900019928783,-0.20027097153371318,0.8578762723217275
Kithkin,-0.06962632396583258,-0.44497776316624976,0.33939673065365616,-0.3582647118540446,-0.635704508605775,1.1691765769382563
Knight,-0.4221973182528184,-0.7678399711930586,0.11597101708863718,-0.0032230882154300547,-0.0513863673533168,1.1286757279260244
Kobold,-0.01996197043357763,-0.5011633687963472,-0.31362341003303784,1.6090825972379392,-0.24238371177589482,-0.5319501361990678
Kor,-0.026645351562624743,-0.47386165556439197,-0.7991493493895433,-0.5231781822043954,-0.7173374913033446,2.54017203002438
Koth,-0.024190439346151418,-0.00024445245321760124,-0.00018806760415384497,0.024668874387977626,-2.1004882209328198e-05,-2.4910102245543724e-05
Kraken,-0.02072440686259159,-0.41835619345662317,0.807559644026476,-0.2077207665732126,-0.11043408325086984,-0.05032419388317223
Lair,0.0041264962575873,-0.0007376901563748357,-0.0013317510964377095,-0.001395823203504045,-0.0004396118277609116,-0.0002216199735098048
Lamia,-0.007663165690881979,-0.026506201845476293,-0.01361373021584992,-0.006255735057725324,0.06622220436185978,-0.012183371551925486
Lammasu,-0.01051894159275036,-0.2506963716448105,-0.3798420370737423,-0.07822428877118764,-0.23701303418232605,0.9562946732648275
Leech,-0.09867195530360987,0.36531548568102945,0.061058635987221443,-0.43059083127589337,0.19988109877809826,-0.09699243386685184
Lesson,1.8737886237195813,-0.76556447049284,-0.687893908081552,-0.015928603872695526,-0.09754586229049374,-0.30685577898203487
Leviathan,-0.14744010092795995,-0.6817924689832133,1.3895237133918978,-0.2805260466192031,-0.15907627878975011,-0.12068881807177526
Lhurgoyf,0.1691715539585542,-0.3667734664426393,-0.11555815388531682,-0.12492976871392306,0.31690976794094766,0.12118006714238433
Licid,0.03859600180290879,-0.06692858545263497,0.02840359515233082,0.03166879325242805,0.02101743959151964,-0.05275724434655434
Liliana,-0.026924826709038202,-0.004775219841306641,-0.08239999122805618,-0.004181675533735968,0.13124155037573576,-0.012959837063596104
Lizard,-0.09118670809233623,0.23031185955157835,-0.6666509923499758,1.4128516368320594,-0.16211402491358773,-0.7232117710277417
Locus,0.006449987356898377,-0.0026114067973325088,-0.0002459651630844527,-0.0004432828214398833,-0.0008026520888340438,-0.0023466804862074175
Lolth,0.0,0.0,0.0,0.0,0.0,0.0
Lukka,-0.0009880594751459511,-0.015592618925503428,-6.667195288119398e-05,0.055986996561642716,-0.004659189665713444,-0.034680456542398784
Manticore,-0.022388329609947678,-0.054524052683996314,-0.22435664208652747,0.4530500391489231,0.010954158935888266,-0.16273517370433585
Masticore,0.14186354686484615,-0.00041841328737129844,-0.0007812397353406741,-0.12904165378724253,-0.010677971609167263,-0.0009442684457317193
Mercenary,-0.04454801043523454,-0.6438693814625187,0.004332405920451374,0.07331447921472062,1.236312116366986,-0.6255416096044389
Merfolk,-0.14401984547797786,0.06163338297683991,2.714524533140484,-1.154614126506736,-1.0591036388400459,-0.41842030529251095
Metathran,-0.014940747905805662,-0.36440909766082236,1.622116644533064,-0.0539431015200474,-0.8284447099700839,-0.36037898747628233
Mine,0.0008782687216073914,-0.0005205672371381256,-2.715769205668491e-05,-0.00028478567637146845,-2.992432730010865e-05,-1.5833788741041852e-05
Minion,-0.059158427157253855,-0.3629564295712039,-0.10677786228413387,-0.5761662536823502,1.4099117143298687,-0.3048527416348722
Minotaur,-0.07123341407206217,-1.003704615395129,-0.3664520601430907,2.0874579555146546,0.25991394636825293,-0.9059818122726404
Minsc,0.0,0.0,0.0,0.0,0.0,0.0
Mole,0.02531348766674464,0.34293785897633805,-0.02841930772696561,-0.14555495987446468,-0.061188484684023735,-0.13308859435763412
Monger,-0.002546591804546454,-0.13306258069730847,0.325227391590706,0.0591995541079744,-0.06353867100106415,-0.18527910219576146
Mongoose,-0.0022431686417678214,0.11699442384667005,-0.07050132336584139,-0.0062086889886010955,-0.004037080883075603,-0.03400416196738421
Monk,0.09162687789295984,0.3481335453812947,-0.009403661397071656,-0.5530260877932185,-0.5718760394002194,0.6945453653162387
Monkey,-0.01441716849038394,0.5355315927069121,-0.023851433282090995,0.26352926326737725,-0.21757451873166492,-0.5432177354701475
Moonfolk,-0.13040495369392713,-0.12571534760405847,0.6899808751732639,-0.061580475080939626,-0.03465817508315891,-0.3376219237111823
Mordenkainen,-0.001232065154588769,-0.0003662213131358386,0.0033991564729354143,-6.175695280153167e-05,-0.001512313361596152,-0.0002267996908131711
Mountain,0.2589532304288286,-0.023702299609954156,-0.005872791894400436,-0.18401453681787946,-0.040194346820314725,-0.005169255286280087
Mouse,-0.005797013581553904,-0.19369344719293638,-0.03189315065131792,-0.08512967878686464,-0.056767067088635235,0.37328035730129444
Mutant,-0.019719715351278602,-0.057539381308876675,0.6484160627397053,-0.04023897330271984,-0.324114724799241,-0.20680326797758936
Myr,0.19301335101403208,-0.09846420427354449,0.10389611993108663,-0.10114581427682502,-0.08465644863348004,-0.012643003761273837
Mystic,-0.001017122192308094,0.27413181241278733,-0.21524463562264548,-0.011080770007727225,-0.022280172296854073,-0.02450911229325857
Naga,-0.04378916722075103,1.2723827005880393,0.4776106520518666,-0.5090715385683339,-0.5799256712965615,-0.6172069755542623
Nahiri,-0.00020291528122060067,-4.2984339311939223e-05,-1.2301988325970192e-05,-3.2016456952640216e-05,-2.827814732979203e-05,0.00031849621314093685
Narset,-0.008132210443387487,-0.02598210567045975,0.07326283626395272,-0.013509996965097651,-0.005248596699616274,-0.020389926485391785
Nautilus,-0.005133792249233359,-0.17178122624214312,0.4655018642925062,-0.037272070377381825,-0.2337350132277733,-0.01757976219596709
Nephilim,0.0,0.0,0.0,0.0,0.0,0.0
Nightmare,-0.07607580882369694,-0.598460809805471,-0.10963497725260213,-0.036828952550507145,1.2551782006953294,-0.43417765226302946
Nightstalker,-0.015439715570248997,-0.3825649319383418,-0.3172467994116852,-0.3508961168412919,1.2502185878483334,-0.18407102408681264
Niko,0.0,0.0,0.0,0.0,0.0,0.0
Ninja,-0.18636717560550667,0.13145170596048447,0.2232106172659673,-0.34470877308736236,0.7554801364688933,-0.5790665110024592
Nissa,-0.030255888791605325,0.10589427261705509,-0.04774363191443738,-0.004583704821086523,-0.0006343172322185928,-0.02267672985770925
Nixilis,-0.07069659403432647,-0.007714238665703165,-0.09987067963592636,-0.07842023510751359,0.2643394771440497,-0.007637729700588796
Noble,-0.022504226825119343,-0.10080649712778068,0.02641942385938271,-0.30419759593004525,-0.06530739085920466,0.46639628688276524
Noggle,0.0,0.0,0.0,0.0,0.0,0.0
Nomad,-0.005009714440941634,0.02579270306488153,-0.2818450149754858,0.2281551922816238,-0.5215073141016194,0.5544141481715279
Nymph,-0.18663714317388072,-0.5628317765675103,0.695132204133213,0.572591213808443,-0.19357477636197282,-0.32467972183827126
Octopus,0.018038342042644647,-0.36942636335672313,0.7947337052241402,-0.13873381726261322,-0.1782893115589281,-0.12632255508852452
Ogre,-0.1961254323188246,-0.43958711168473075,-0.7473547989334525,1.7797151976696683,0.15243688506342593,-0.5490847397960897
Oko,0.0,0.0,0.0,0.0,0.0,0.0
Ooze,0.11629455896840227,0.14331289090119917,-0.6771384715415483,0.47832071348690425,0.48567562003224723,-0.5464653118472024
Orc,-0.0776025088321386,-0.9278324951076584,-0.17243457980024543,0.5366191358000398,1.1695622533887249,-0.5283118054487168
Orgg,-0.001928526020184331,-0.2983347975934454,-0.011263042815073135,0.4104998922256534,-0.046137865365053085,-0.052835660431895526
Otter,-0.0095025541892201,-0.08979575044448108,0.5054634543588091,-0.2701650028997895,-0.10731978569770392,-0.02868036112762071
Ouphe,-0.03510100266204356,1.5946088387899862,-0.4448231885750728,-0.3924500920263951,-0.29591394305196966,-0.42632061247452463
Ox,-0.02928243127847801,-0.06680418863106523,-0.32173117368701926,0.26921010317979926,-0.6769159571151043,0.8255236475318677
Oyster,-0.01256240485244894,-0.021805720403593513,0.07796632690614576,-0.0030418322806415525,-0.035988744784988376,-0.004567624584475486
Pangolin,-0.009296577332067114,-0.010741449614470058,-0.12427379678827925,-0.0961780916477132,0.33760175747972637,-0.09711184209719728
Peasant,-0.003933321794654413,-0.020771593115256448,-0.6795838013933304,0.06848960172419528,-0.2615521528432714,0.8973512674223468
Pegasus,-0.01970187368348266,-0.2024828490228991,-0.5154519683105434,-0.2203068495206806,-0.2619239151156256,1.2198674556531772
Pest,-0.0010781002884183645,0.09195178395201178,-0.000708836873881849,-0.0014622808501115918,-0.026857324133630043,-0.061845241805969835
Phelddagrif,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix,-0.18136856792074882,-0.047488954894999096,-0.10689640473629602,0.6277382495530344,-0.13428304760649915,-0.15770127439449663
Phyrexian,-0.4135491846572823,0.12961789894060555,-0.2749760760971272,-0.07359072470682679,0.4942356942584227,0.1382623922622204
Pilot,-0.38913174782271104,-0.2149751515890469,0.15620818166442044,-0.26823824382395306,0.34785481185363565,0.3682821497176643
Pirate,-0.042778448773015385,-0.7424428313469674,1.415665924939135,-0.38193117392168774,0.7710362389444514,-1.0195497098419313
Plains,0.059164993362937374,-0.017035138220968457,-0.004265713697484123,-0.011182353035707323,-0.008254550640409196,-0.018427237768367948
Plant,-0.08624582279139326,2.5129818662299326,-0.17700501181590927,-0.8487742354945227,-0.5605076478424023,-0.8404491482856011
Power-Plant,0.0,0.0,0.0,0.0,0.0,0.0
